FECHA_INGRESO,edo,RESULTADO
2020-04-13,COAHUILA DE ZARAGOZA,15
2020-04-13,GUANAJUATO,3
2020-04-13,GUERRERO,17
2020-04-13,HIDALGO,7
2020-04-13,JALISCO,10
2020-04-13,MICHOACÁN DE OCAMPO,13
2020-04-13,MORELOS,9
2020-04-13,MÉXICO,159
2020-04-13,NAYARIT,4
2020-04-13,NUEVO LEÓN,20
2020-04-13,OAXACA,5
2020-04-13,PUEBLA,25
2020-04-13,QUERÉTARO,8
2020-04-13,QUINTANA ROO,22
2020-04-13,SAN LUIS POTOSÍ,1
2020-04-13,SINALOA,47
2020-04-13,SONORA,18
2020-04-13,TABASCO,30
2020-04-13,TAMAULIPAS,14
2020-04-13,TLAXCALA,6
2020-04-13,VERACRUZ DE IGNACIO DE LA LLAVE,15
2020-04-13,YUCATÁN,18
2020-04-14,AGUASCALIENTES,2
2020-04-14,BAJA CALIFORNIA,104
2020-04-14,BAJA CALIFORNIA SUR,17
2020-04-14,CAMPECHE,4
2020-04-14,CHIAPAS,5
2020-04-14,CHIHUAHUA,18
2020-04-14,CIUDAD DE MÉXICO,248
2020-04-14,COAHUILA DE ZARAGOZA,17
2020-04-14,GUANAJUATO,4
2020-04-14,GUERRERO,7
2020-04-14,HIDALGO,9
2020-04-14,JALISCO,4
2020-04-14,MICHOACÁN DE OCAMPO,16
2020-04-14,MORELOS,11
2020-04-14,MÉXICO,161
2020-04-14,NAYARIT,2
2020-04-14,NUEVO LEÓN,18
2020-04-14,OAXACA,4
2020-04-14,PUEBLA,16
2020-04-14,QUERÉTARO,8
2020-04-14,QUINTANA ROO,17
2020-04-14,SAN LUIS POTOSÍ,1
2020-04-14,SINALOA,46
2020-04-14,SONORA,9
2020-04-14,TABASCO,47
2020-04-14,TAMAULIPAS,19
2020-04-14,TLAXCALA,7
2020-04-14,VERACRUZ DE IGNACIO DE LA LLAVE,13
2020-04-14,YUCATÁN,18
2020-04-14,ZACATECAS,1
2020-04-15,AGUASCALIENTES,12
2020-04-15,BAJA CALIFORNIA,102
2020-04-15,BAJA CALIFORNIA SUR,5
2020-04-15,CAMPECHE,3
2020-04-15,CHIAPAS,6
2020-04-15,CHIHUAHUA,26
2020-04-15,CIUDAD DE MÉXICO,228
2020-04-15,COAHUILA DE ZARAGOZA,16
2020-04-15,COLIMA,1
2020-04-15,DURANGO,2
2020-04-15,GUANAJUATO,13
2020-04-15,GUERRERO,5
2020-04-15,HIDALGO,5
2020-04-15,JALISCO,11
2020-04-15,MICHOACÁN DE OCAMPO,9
2020-04-15,MORELOS,10
2020-04-15,MÉXICO,184
2020-04-15,NAYARIT,2
2020-04-15,NUEVO LEÓN,6
2020-04-15,OAXACA,7
2020-04-15,PUEBLA,28
2020-04-15,QUERÉTARO,3
2020-04-15,QUINTANA ROO,20
2020-04-15,SAN LUIS POTOSÍ,2
2020-04-15,SINALOA,49
2020-04-15,SONORA,13
2020-04-15,TABASCO,39
2020-04-15,TAMAULIPAS,16
2020-04-15,TLAXCALA,4
2020-04-15,VERACRUZ DE IGNACIO DE LA LLAVE,29
2020-04-15,YUCATÁN,27
2020-04-15,ZACATECAS,6
2020-04-16,AGUASCALIENTES,7
2020-04-16,BAJA CALIFORNIA,84
2020-04-16,BAJA CALIFORNIA SUR,9
2020-04-16,CAMPECHE,4
2020-04-16,CHIAPAS,3
2020-04-16,CHIHUAHUA,30
2020-04-16,CIUDAD DE MÉXICO,251
2020-04-16,COAHUILA DE ZARAGOZA,5
2020-04-16,COLIMA,2
2020-04-16,DURANGO,2
2020-04-16,GUANAJUATO,14
2020-04-16,GUERRERO,11
2020-04-16,HIDALGO,5
2020-04-16,JALISCO,9
2020-04-16,MICHOACÁN DE OCAMPO,8
2020-04-16,MORELOS,8
2020-04-16,MÉXICO,191
2020-04-16,NAYARIT,3
2020-04-16,NUEVO LEÓN,12
2020-04-16,OAXACA,5
2020-04-16,PUEBLA,21
2020-04-16,QUERÉTARO,6
2020-04-16,QUINTANA ROO,31
2020-04-16,SAN LUIS POTOSÍ,2
2020-04-16,SINALOA,40
2020-04-16,SONORA,15
2020-04-16,TABASCO,43
2020-04-16,TAMAULIPAS,27
2020-04-16,TLAXCALA,7
2020-04-16,VERACRUZ DE IGNACIO DE LA LLAVE,39
2020-04-16,YUCATÁN,12
2020-04-16,ZACATECAS,3
2020-04-17,AGUASCALIENTES,18
2020-04-17,BAJA CALIFORNIA,99
2020-04-17,BAJA CALIFORNIA SUR,6
2020-04-17,CAMPECHE,3
2020-04-17,CHIAPAS,10
2020-04-17,CHIHUAHUA,21
2020-04-17,CIUDAD DE MÉXICO,330
2020-04-17,COAHUILA DE ZARAGOZA,9
2020-04-17,COLIMA,2
2020-04-17,GUANAJUATO,29
2020-04-17,GUERRERO,13
2020-04-17,HIDALGO,9
2020-04-17,JALISCO,14
2020-04-17,MICHOACÁN DE OCAMPO,14
2020-04-17,MORELOS,12
2020-04-17,MÉXICO,161
2020-04-17,NAYARIT,4
2020-04-17,NUEVO LEÓN,9
2020-04-17,OAXACA,8
2020-04-17,PUEBLA,30
2020-04-17,QUERÉTARO,5
2020-04-17,QUINTANA ROO,34
2020-04-17,SAN LUIS POTOSÍ,7
2020-04-17,SINALOA,38
2020-04-17,SONORA,15
2020-04-17,TABASCO,56
2020-04-17,TAMAULIPAS,31
2020-04-17,TLAXCALA,6
2020-04-17,VERACRUZ DE IGNACIO DE LA LLAVE,35
2020-04-17,YUCATÁN,15
2020-04-17,ZACATECAS,2
2020-04-18,AGUASCALIENTES,13
2020-04-18,BAJA CALIFORNIA,46
2020-04-18,BAJA CALIFORNIA SUR,3
2020-04-18,CAMPECHE,6
2020-04-18,CHIAPAS,4
2020-04-18,CHIHUAHUA,23
2020-04-18,CIUDAD DE MÉXICO,197
2020-04-18,COAHUILA DE ZARAGOZA,9
2020-04-18,COLIMA,1
2020-04-18,DURANGO,2
2020-04-18,GUANAJUATO,10
2020-04-18,GUERRERO,9
2020-04-18,HIDALGO,6
2020-04-18,JALISCO,7
2020-04-18,MICHOACÁN DE OCAMPO,7
2020-04-18,MORELOS,9
2020-04-18,MÉXICO,160
2020-04-18,NAYARIT,3
2020-04-18,NUEVO LEÓN,6
2020-04-18,OAXACA,6
2020-04-18,PUEBLA,24
2020-04-18,QUERÉTARO,2
2020-04-18,QUINTANA ROO,45
2020-04-18,SAN LUIS POTOSÍ,1
2020-04-18,SINALOA,31
2020-04-18,SONORA,14
2020-04-18,TABASCO,48
2020-04-18,TAMAULIPAS,15
2020-04-18,TLAXCALA,3
2020-04-18,VERACRUZ DE IGNACIO DE LA LLAVE,18
2020-04-18,YUCATÁN,6
2020-04-18,ZACATECAS,7
2020-04-19,AGUASCALIENTES,3
2020-04-19,BAJA CALIFORNIA,44
2020-04-19,BAJA CALIFORNIA SUR,8
2020-04-19,CAMPECHE,2
2020-04-19,CHIAPAS,7
2020-04-19,CHIHUAHUA,23
2020-04-19,CIUDAD DE MÉXICO,184
2020-04-19,COAHUILA DE ZARAGOZA,9
2020-04-19,COLIMA,1
2020-04-19,DURANGO,10
2020-04-19,GUANAJUATO,10
2020-04-19,GUERRERO,6
2020-04-19,HIDALGO,14
2020-04-19,JALISCO,3
2020-04-19,MICHOACÁN DE OCAMPO,8
2020-04-19,MORELOS,18
2020-04-19,MÉXICO,155
2020-04-19,NAYARIT,2
2020-04-19,NUEVO LEÓN,2
2020-04-19,OAXACA,3
2020-04-19,PUEBLA,18
2020-04-19,QUERÉTARO,2
2020-04-19,QUINTANA ROO,23
2020-04-19,SINALOA,31
2020-04-19,SONORA,7
2020-04-19,TABASCO,41
2020-04-19,TAMAULIPAS,11
2020-04-19,TLAXCALA,10
2020-04-19,VERACRUZ DE IGNACIO DE LA LLAVE,18
2020-04-19,YUCATÁN,8
2020-04-19,ZACATECAS,1
2020-04-20,AGUASCALIENTES,17
2020-04-20,BAJA CALIFORNIA,110
2020-04-20,BAJA CALIFORNIA SUR,7
2020-04-20,CAMPECHE,5
2020-04-20,CHIAPAS,10
2020-04-20,CHIHUAHUA,46
2020-04-20,CIUDAD DE MÉXICO,446
2020-04-20,COAHUILA DE ZARAGOZA,9
2020-04-20,COLIMA,1
2020-04-20,DURANGO,4
2020-04-20,GUANAJUATO,14
2020-04-20,GUERRERO,16
2020-04-20,HIDALGO,19
2020-04-20,JALISCO,10
2020-04-20,MICHOACÁN DE OCAMPO,28
2020-04-20,MORELOS,33
2020-04-20,MÉXICO,264
2020-04-20,NAYARIT,1
2020-04-20,NUEVO LEÓN,12
2020-04-20,OAXACA,6
2020-04-20,PUEBLA,31
2020-04-20,QUERÉTARO,5
2020-04-20,QUINTANA ROO,45
2020-04-20,SAN LUIS POTOSÍ,1
2020-04-20,SINALOA,61
2020-04-20,SONORA,9
2020-04-20,TABASCO,72
2020-04-20,TAMAULIPAS,27
2020-04-20,TLAXCALA,9
2020-04-20,VERACRUZ DE IGNACIO DE LA LLAVE,37
2020-04-20,YUCATÁN,26
2020-04-20,ZACATECAS,9
2020-04-21,AGUASCALIENTES,13
2020-04-21,BAJA CALIFORNIA,108
2020-04-21,BAJA CALIFORNIA SUR,12
2020-04-21,CAMPECHE,7
2020-04-21,CHIAPAS,9
2020-04-21,CHIHUAHUA,41
2020-04-21,CIUDAD DE MÉXICO,434
2020-04-21,COAHUILA DE ZARAGOZA,22
2020-04-21,COLIMA,1
2020-04-21,DURANGO,4
2020-04-21,GUANAJUATO,10
2020-04-21,GUERRERO,7
2020-04-21,HIDALGO,12
2020-04-21,JALISCO,16
2020-04-21,MICHOACÁN DE OCAMPO,12
2020-04-21,MORELOS,22
2020-04-21,MÉXICO,284
2020-04-21,NAYARIT,4
2020-04-21,NUEVO LEÓN,17
2020-04-21,OAXACA,4
2020-04-21,PUEBLA,22
2020-04-21,QUERÉTARO,2
2020-04-21,QUINTANA ROO,42
2020-04-21,SAN LUIS POTOSÍ,3
2020-04-21,SINALOA,46
2020-04-21,SONORA,15
2020-04-21,TABASCO,85
2020-04-21,TAMAULIPAS,21
2020-04-21,TLAXCALA,11
2020-04-21,VERACRUZ DE IGNACIO DE LA LLAVE,46
2020-04-21,YUCATÁN,20
2020-04-21,ZACATECAS,2
2020-04-22,AGUASCALIENTES,11
2020-04-22,BAJA CALIFORNIA,91
2020-04-22,BAJA CALIFORNIA SUR,5
2020-04-22,CAMPECHE,6
2020-04-22,CHIAPAS,11
2020-04-22,CHIHUAHUA,38
2020-04-22,CIUDAD DE MÉXICO,400
2020-04-22,COAHUILA DE ZARAGOZA,14
2020-04-22,COLIMA,1
2020-04-22,DURANGO,2
2020-04-22,GUANAJUATO,13
2020-04-22,GUERRERO,13
2020-04-22,HIDALGO,15
2020-04-22,JALISCO,25
2020-04-22,MICHOACÁN DE OCAMPO,12
2020-04-22,MORELOS,32
2020-04-22,MÉXICO,251
2020-04-22,NAYARIT,4
2020-04-22,NUEVO LEÓN,17
2020-04-22,OAXACA,9
2020-04-22,PUEBLA,27
2020-04-22,QUERÉTARO,7
2020-04-22,QUINTANA ROO,34
2020-04-22,SAN LUIS POTOSÍ,3
2020-04-22,SINALOA,49
2020-04-22,SONORA,22
2020-04-22,TABASCO,65
2020-04-22,TAMAULIPAS,30
2020-04-22,TLAXCALA,8
2020-04-22,VERACRUZ DE IGNACIO DE LA LLAVE,29
2020-04-22,YUCATÁN,22
2020-04-22,ZACATECAS,2
2020-04-23,AGUASCALIENTES,21
2020-04-23,BAJA CALIFORNIA,111
2020-04-23,BAJA CALIFORNIA SUR,9
2020-04-23,CAMPECHE,7
2020-04-23,CHIAPAS,15
2020-04-23,CHIHUAHUA,58
2020-04-23,CIUDAD DE MÉXICO,346
2020-04-23,COAHUILA DE ZARAGOZA,10
2020-04-23,COLIMA,3
2020-04-23,DURANGO,2
2020-04-23,GUANAJUATO,9
2020-04-23,GUERRERO,19
2020-04-23,HIDALGO,19
2020-04-23,JALISCO,19
2020-04-23,MICHOACÁN DE OCAMPO,20
2020-04-23,MORELOS,30
2020-04-23,MÉXICO,274
2020-04-23,NAYARIT,6
2020-04-23,NUEVO LEÓN,6
2020-04-23,OAXACA,8
2020-04-23,PUEBLA,32
2020-04-23,QUERÉTARO,9
2020-04-23,QUINTANA ROO,47
2020-04-23,SAN LUIS POTOSÍ,5
2020-04-23,SINALOA,67
2020-04-23,SONORA,9
2020-04-23,TABASCO,65
2020-04-23,TAMAULIPAS,34
2020-04-23,TLAXCALA,12
2020-04-23,VERACRUZ DE IGNACIO DE LA LLAVE,51
2020-04-23,YUCATÁN,34
2020-04-23,ZACATECAS,8
2020-04-24,AGUASCALIENTES,11
2020-04-24,BAJA CALIFORNIA,87
2020-04-24,BAJA CALIFORNIA SUR,13
2020-04-24,CAMPECHE,4
2020-04-24,CHIAPAS,13
2020-04-24,CHIHUAHUA,49
2020-04-24,CIUDAD DE MÉXICO,511
2020-04-24,COAHUILA DE ZARAGOZA,13
2020-04-24,COLIMA,2
2020-04-24,DURANGO,2
2020-04-24,GUANAJUATO,12
2020-04-24,GUERRERO,25
2020-04-24,HIDALGO,20
2020-04-24,JALISCO,32
2020-04-24,MICHOACÁN DE OCAMPO,23
2020-04-24,MORELOS,36
2020-04-24,MÉXICO,312
2020-04-24,NAYARIT,4
2020-04-24,NUEVO LEÓN,6
2020-04-24,OAXACA,15
2020-04-24,PUEBLA,39
2020-04-24,QUERÉTARO,10
2020-04-24,QUINTANA ROO,23
2020-04-24,SAN LUIS POTOSÍ,6
2020-04-24,SINALOA,70
2020-04-24,SONORA,21
2020-04-24,TABASCO,66
2020-04-24,TAMAULIPAS,28
2020-04-24,TLAXCALA,15
2020-04-24,VERACRUZ DE IGNACIO DE LA LLAVE,49
2020-04-24,YUCATÁN,34
2020-04-24,ZACATECAS,5
2020-04-25,AGUASCALIENTES,1
2020-04-25,BAJA CALIFORNIA,44
2020-04-25,BAJA CALIFORNIA SUR,5
2020-04-25,CAMPECHE,6
2020-04-25,CHIAPAS,9
2020-04-25,CHIHUAHUA,39
2020-04-25,CIUDAD DE MÉXICO,248
2020-04-25,COAHUILA DE ZARAGOZA,3
2020-04-25,COLIMA,1
2020-04-25,DURANGO,5
2020-04-25,GUANAJUATO,11
2020-04-25,GUERRERO,13
2020-04-25,HIDALGO,23
2020-04-25,JALISCO,9
2020-04-25,MICHOACÁN DE OCAMPO,27
2020-04-25,MORELOS,14
2020-04-25,MÉXICO,197
2020-04-25,NAYARIT,3
2020-04-25,NUEVO LEÓN,6
2020-04-25,OAXACA,7
2020-04-25,PUEBLA,43
2020-04-25,QUERÉTARO,1
2020-04-25,QUINTANA ROO,31
2020-04-25,SAN LUIS POTOSÍ,8
2020-04-25,SINALOA,44
2020-04-25,SONORA,9
2020-04-25,TABASCO,43
2020-04-25,TAMAULIPAS,40
2020-04-25,TLAXCALA,21
2020-04-25,VERACRUZ DE IGNACIO DE LA LLAVE,44
2020-04-25,YUCATÁN,24
2020-04-25,ZACATECAS,4
2020-04-26,AGUASCALIENTES,7
2020-04-26,BAJA CALIFORNIA,68
2020-04-26,BAJA CALIFORNIA SUR,7
2020-04-26,CAMPECHE,8
2020-04-26,CHIAPAS,12
2020-04-26,CHIHUAHUA,29
2020-04-26,CIUDAD DE MÉXICO,221
2020-04-26,COAHUILA DE ZARAGOZA,4
2020-04-26,DURANGO,8
2020-04-26,GUANAJUATO,7
2020-04-26,GUERRERO,18
2020-04-26,HIDALGO,18
2020-04-26,JALISCO,9
2020-04-26,MICHOACÁN DE OCAMPO,20
2020-04-26,MORELOS,34
2020-04-26,MÉXICO,214
2020-04-26,NAYARIT,6
2020-04-26,NUEVO LEÓN,8
2020-04-26,OAXACA,13
2020-04-26,PUEBLA,24
2020-04-26,QUERÉTARO,2
2020-04-26,QUINTANA ROO,31
2020-04-26,SAN LUIS POTOSÍ,3
2020-04-26,SINALOA,36
2020-04-26,SONORA,15
2020-04-26,TABASCO,41
2020-04-26,TAMAULIPAS,34
2020-04-26,TLAXCALA,13
2020-04-26,VERACRUZ DE IGNACIO DE LA LLAVE,30
2020-04-26,YUCATÁN,20
2020-04-26,ZACATECAS,3
2020-04-27,AGUASCALIENTES,17
2020-04-27,BAJA CALIFORNIA,112
2020-04-27,BAJA CALIFORNIA SUR,10
2020-04-27,CAMPECHE,4
2020-04-27,CHIAPAS,21
2020-04-27,CHIHUAHUA,58
2020-04-27,CIUDAD DE MÉXICO,498
2020-04-27,COAHUILA DE ZARAGOZA,24
2020-04-27,COLIMA,2
2020-04-27,DURANGO,5
2020-04-27,GUANAJUATO,25
2020-04-27,GUERRERO,27
2020-04-27,HIDALGO,26
2020-04-27,JALISCO,22
2020-04-27,MICHOACÁN DE OCAMPO,32
2020-04-27,MORELOS,48
2020-04-27,MÉXICO,365
2020-04-27,NAYARIT,11
2020-04-27,NUEVO LEÓN,20
2020-04-27,OAXACA,9
2020-04-27,PUEBLA,35
2020-04-27,QUERÉTARO,3
2020-04-27,QUINTANA ROO,43
2020-04-27,SAN LUIS POTOSÍ,14
2020-04-27,SINALOA,78
2020-04-27,SONORA,35
2020-04-27,TABASCO,59
2020-04-27,TAMAULIPAS,30
2020-04-27,TLAXCALA,14
2020-04-27,VERACRUZ DE IGNACIO DE LA LLAVE,67
2020-04-27,YUCATÁN,38
2020-04-27,ZACATECAS,4
2020-04-28,AGUASCALIENTES,32
2020-04-28,BAJA CALIFORNIA,98
2020-04-28,BAJA CALIFORNIA SUR,4
2020-04-28,CAMPECHE,6
2020-04-28,CHIAPAS,9
2020-04-28,CHIHUAHUA,59
2020-04-28,CIUDAD DE MÉXICO,538
2020-04-28,COAHUILA DE ZARAGOZA,18
2020-04-28,DURANGO,3
2020-04-28,GUANAJUATO,17
2020-04-28,GUERRERO,29
2020-04-28,HIDALGO,27
2020-04-28,JALISCO,14
2020-04-28,MICHOACÁN DE OCAMPO,29
2020-04-28,MORELOS,30
2020-04-28,MÉXICO,347
2020-04-28,NAYARIT,15
2020-04-28,NUEVO LEÓN,27
2020-04-28,OAXACA,18
2020-04-28,PUEBLA,43
2020-04-28,QUERÉTARO,9
2020-04-28,QUINTANA ROO,42
2020-04-28,SAN LUIS POTOSÍ,18
2020-04-28,SINALOA,46
2020-04-28,SONORA,15
2020-04-28,TABASCO,58
2020-04-28,TAMAULIPAS,42
2020-04-28,TLAXCALA,24
2020-04-28,VERACRUZ DE IGNACIO DE LA LLAVE,75
2020-04-28,YUCATÁN,43
2020-04-28,ZACATECAS,10
2020-04-29,AGUASCALIENTES,18
2020-04-29,BAJA CALIFORNIA,109
2020-04-29,BAJA CALIFORNIA SUR,4
2020-04-29,CAMPECHE,8
2020-04-29,CHIAPAS,19
2020-04-29,CHIHUAHUA,68
2020-04-29,CIUDAD DE MÉXICO,564
2020-04-29,COAHUILA DE ZARAGOZA,13
2020-04-29,DURANGO,8
2020-04-29,GUANAJUATO,14
2020-04-29,GUERRERO,31
2020-04-29,HIDALGO,28
2020-04-29,JALISCO,22
2020-04-29,MICHOACÁN DE OCAMPO,23
2020-04-29,MORELOS,50
2020-04-29,MÉXICO,324
2020-04-29,NAYARIT,6
2020-04-29,NUEVO LEÓN,22
2020-04-29,OAXACA,12
2020-04-29,PUEBLA,44
2020-04-29,QUERÉTARO,12
2020-04-29,QUINTANA ROO,38
2020-04-29,SAN LUIS POTOSÍ,9
2020-04-29,SINALOA,55
2020-04-29,SONORA,17
2020-04-29,TABASCO,50
2020-04-29,TAMAULIPAS,36
2020-04-29,TLAXCALA,8
2020-04-29,VERACRUZ DE IGNACIO DE LA LLAVE,74
2020-04-29,YUCATÁN,31
2020-04-29,ZACATECAS,9
2020-04-30,AGUASCALIENTES,27
2020-04-30,BAJA CALIFORNIA,89
2020-04-30,BAJA CALIFORNIA SUR,14
2020-04-30,CAMPECHE,8
2020-04-30,CHIAPAS,13
2020-04-30,CHIHUAHUA,75
2020-04-30,CIUDAD DE MÉXICO,535
2020-04-30,COAHUILA DE ZARAGOZA,20
2020-04-30,COLIMA,3
2020-04-30,DURANGO,2
2020-04-30,GUANAJUATO,16
2020-04-30,GUERRERO,18
2020-04-30,HIDALGO,31
2020-04-30,JALISCO,26
2020-04-30,MICHOACÁN DE OCAMPO,26
2020-04-30,MORELOS,41
2020-04-30,MÉXICO,303
2020-04-30,NAYARIT,13
2020-04-30,NUEVO LEÓN,28
2020-04-30,OAXACA,12
2020-04-30,PUEBLA,46
2020-04-30,QUERÉTARO,6
2020-04-30,QUINTANA ROO,34
2020-04-30,SAN LUIS POTOSÍ,10
2020-04-30,SINALOA,57
2020-04-30,SONORA,34
2020-04-30,TABASCO,84
2020-04-30,TAMAULIPAS,18
2020-04-30,TLAXCALA,16
2020-04-30,VERACRUZ DE IGNACIO DE LA LLAVE,64
2020-04-30,YUCATÁN,60
2020-04-30,ZACATECAS,4
2020-05-01,AGUASCALIENTES,4
2020-05-01,BAJA CALIFORNIA,92
2020-05-01,BAJA CALIFORNIA SUR,2
2020-05-01,CAMPECHE,6
2020-05-01,CHIAPAS,18
2020-05-01,CHIHUAHUA,50
2020-05-01,CIUDAD DE MÉXICO,327
2020-05-01,COAHUILA DE ZARAGOZA,15
2020-05-01,COLIMA,1
2020-05-01,DURANGO,6
2020-05-01,GUANAJUATO,14
2020-05-01,GUERRERO,14
2020-05-01,HIDALGO,26
2020-05-01,JALISCO,16
2020-05-01,MICHOACÁN DE OCAMPO,24
2020-05-01,MORELOS,34
2020-05-01,MÉXICO,274
2020-05-01,NAYARIT,7
2020-05-01,NUEVO LEÓN,27
2020-05-01,OAXACA,15
2020-05-01,PUEBLA,41
2020-05-01,QUERÉTARO,8
2020-05-01,QUINTANA ROO,32
2020-05-01,SAN LUIS POTOSÍ,14
2020-05-01,SINALOA,58
2020-05-01,SONORA,24
2020-05-01,TABASCO,54
2020-05-01,TAMAULIPAS,33
2020-05-01,TLAXCALA,9
2020-05-01,VERACRUZ DE IGNACIO DE LA LLAVE,66
2020-05-01,YUCATÁN,26
2020-05-01,ZACATECAS,7
2020-05-02,AGUASCALIENTES,4
2020-05-02,BAJA CALIFORNIA,78
2020-05-02,BAJA CALIFORNIA SUR,9
2020-05-02,CAMPECHE,11
2020-05-02,CHIAPAS,9
2020-05-02,CHIHUAHUA,50
2020-05-02,CIUDAD DE MÉXICO,320
2020-05-02,COAHUILA DE ZARAGOZA,5
2020-05-02,DURANGO,6
2020-05-02,GUANAJUATO,10
2020-05-02,GUERRERO,40
2020-05-02,HIDALGO,21
2020-05-02,JALISCO,29
2020-05-02,MICHOACÁN DE OCAMPO,16
2020-05-02,MORELOS,29
2020-05-02,MÉXICO,234
2020-05-02,NAYARIT,15
2020-05-02,NUEVO LEÓN,22
2020-05-02,OAXACA,9
2020-05-02,PUEBLA,42
2020-05-02,QUERÉTARO,12
2020-05-02,QUINTANA ROO,69
2020-05-02,SAN LUIS POTOSÍ,14
2020-05-02,SINALOA,48
2020-05-02,SONORA,32
2020-05-02,TABASCO,48
2020-05-02,TAMAULIPAS,32
2020-05-02,TLAXCALA,16
2020-05-02,VERACRUZ DE IGNACIO DE LA LLAVE,65
2020-05-02,YUCATÁN,28
2020-05-02,ZACATECAS,7
2020-05-03,AGUASCALIENTES,3
2020-05-03,BAJA CALIFORNIA,91
2020-05-03,BAJA CALIFORNIA SUR,6
2020-05-03,CAMPECHE,11
2020-05-03,CHIAPAS,14
2020-05-03,CHIHUAHUA,31
2020-05-03,CIUDAD DE MÉXICO,294
2020-05-03,COAHUILA DE ZARAGOZA,5
2020-05-03,COLIMA,2
2020-05-03,DURANGO,7
2020-05-03,GUANAJUATO,11
2020-05-03,GUERRERO,29
2020-05-03,HIDALGO,27
2020-05-03,JALISCO,16
2020-05-03,MICHOACÁN DE OCAMPO,27
2020-05-03,MORELOS,50
2020-05-03,MÉXICO,252
2020-05-03,NAYARIT,15
2020-05-03,NUEVO LEÓN,9
2020-05-03,OAXACA,14
2020-05-03,PUEBLA,37
2020-05-03,QUERÉTARO,4
2020-05-03,QUINTANA ROO,29
2020-05-03,SAN LUIS POTOSÍ,10
2020-05-03,SINALOA,32
2020-05-03,SONORA,26
2020-05-03,TABASCO,46
2020-05-03,TAMAULIPAS,25
2020-05-03,TLAXCALA,7
2020-05-03,VERACRUZ DE IGNACIO DE LA LLAVE,58
2020-05-03,YUCATÁN,30
2020-05-03,ZACATECAS,2
2020-05-04,AGUASCALIENTES,50
2020-05-04,BAJA CALIFORNIA,145
2020-05-04,BAJA CALIFORNIA SUR,7
2020-05-04,CAMPECHE,18
2020-05-04,CHIAPAS,31
2020-05-04,CHIHUAHUA,63
2020-05-04,CIUDAD DE MÉXICO,720
2020-05-04,COAHUILA DE ZARAGOZA,26
2020-05-04,COLIMA,3
2020-05-04,DURANGO,3
2020-05-04,GUANAJUATO,33
2020-05-04,GUERRERO,54
2020-05-04,HIDALGO,35
2020-05-04,JALISCO,31
2020-05-04,MICHOACÁN DE OCAMPO,43
2020-05-04,MORELOS,56
2020-05-04,MÉXICO,497
2020-05-04,NAYARIT,16
2020-05-04,NUEVO LEÓN,40
2020-05-04,OAXACA,25
2020-05-04,PUEBLA,46
2020-05-04,QUERÉTARO,10
2020-05-04,QUINTANA ROO,32
2020-05-04,SAN LUIS POTOSÍ,27
2020-05-04,SINALOA,76
2020-05-04,SONORA,67
2020-05-04,TABASCO,85
2020-05-04,TAMAULIPAS,43
2020-05-04,TLAXCALA,25
2020-05-04,VERACRUZ DE IGNACIO DE LA LLAVE,94
2020-05-04,YUCATÁN,49
2020-05-04,ZACATECAS,5
2020-05-05,AGUASCALIENTES,12
2020-05-05,BAJA CALIFORNIA,141
2020-05-05,BAJA CALIFORNIA SUR,12
2020-05-05,CAMPECHE,9
2020-05-05,CHIAPAS,27
2020-05-05,CHIHUAHUA,78
2020-05-05,CIUDAD DE MÉXICO,589
2020-05-05,COAHUILA DE ZARAGOZA,31
2020-05-05,COLIMA,5
2020-05-05,DURANGO,3
2020-05-05,GUANAJUATO,23
2020-05-05,GUERRERO,37
2020-05-05,HIDALGO,30
2020-05-05,JALISCO,20
2020-05-05,MICHOACÁN DE OCAMPO,21
2020-05-05,MORELOS,53
2020-05-05,MÉXICO,348
2020-05-05,NAYARIT,24
2020-05-05,NUEVO LEÓN,63
2020-05-05,OAXACA,34
2020-05-05,PUEBLA,34
2020-05-05,QUERÉTARO,10
2020-05-05,QUINTANA ROO,25
2020-05-05,SAN LUIS POTOSÍ,16
2020-05-05,SINALOA,52
2020-05-05,SONORA,64
2020-05-05,TABASCO,72
2020-05-05,TAMAULIPAS,37
2020-05-05,TLAXCALA,16
2020-05-05,VERACRUZ DE IGNACIO DE LA LLAVE,103
2020-05-05,YUCATÁN,44
2020-05-05,ZACATECAS,5
2020-05-06,AGUASCALIENTES,16
2020-05-06,BAJA CALIFORNIA,118
2020-05-06,BAJA CALIFORNIA SUR,10
2020-05-06,CAMPECHE,16
2020-05-06,CHIAPAS,35
2020-05-06,CHIHUAHUA,75
2020-05-06,CIUDAD DE MÉXICO,681
2020-05-06,COAHUILA DE ZARAGOZA,34
2020-05-06,COLIMA,1
2020-05-06,DURANGO,5
2020-05-06,GUANAJUATO,30
2020-05-06,GUERRERO,47
2020-05-06,HIDALGO,41
2020-05-06,JALISCO,25
2020-05-06,MICHOACÁN DE OCAMPO,35
2020-05-06,MORELOS,56
2020-05-06,MÉXICO,352
2020-05-06,NAYARIT,17
2020-05-06,NUEVO LEÓN,26
2020-05-06,OAXACA,24
2020-05-06,PUEBLA,49
2020-05-06,QUERÉTARO,9
2020-05-06,QUINTANA ROO,41
2020-05-06,SAN LUIS POTOSÍ,34
2020-05-06,SINALOA,83
2020-05-06,SONORA,46
2020-05-06,TABASCO,95
2020-05-06,TAMAULIPAS,49
2020-05-06,TLAXCALA,23
